osm_id,composite_risk,priority,other_feature_recommendation
4357072,2.2103923036462962,False,Intervene due to high urban
637270100,1.6660901623552895,False,Intervene due to high urban
55654761,1.1298569785314192,False,Intervene due to high urban
23212247,1.1931327324555059,False,Intervene due to high urban
30614940,1.280025040099539,False,Intervene due to high urban
275299485,1.1896726873999421,False,Intervene due to high urban
47418240,1.6430125898422534,False,Intervene due to high urban
388985773,3.147937039187204,True,Intervene due to high population
45095313,1.0861061208874265,False,Intervene due to high urban
102155148,1.3005322675141757,False,Intervene due to high urban
103387665,0.04393423134531598,False,Intervene due to high population
116553679,1.4139838710771722,False,Intervene due to high urban
124691529,1.3712291341386367,False,Intervene due to high urban
67200769,1.5713510545597884,False,Intervene due to high urban
38663728,1.3023685720994471,False,Intervene due to high urban
596568239,1.0565030095966863,False,Intervene due to high urban
732916981,0.2123231457227198,False,Intervene due to high population
157402555,1.6477008323959126,False,Intervene due to high urban
80216589,1.0478095575420456,False,Intervene due to high urban
263321260,1.3150618699155048,False,Intervene due to high urban
48115044,0.008638767113572473,False,Intervene due to high segment_width
259915558,1.4037776886217623,False,Intervene due to high urban
109201331,1.076225177378829,False,Intervene due to high urban
98123748,1.40038035887482,False,Intervene due to high urban
124339691,1.207118353221147,False,Intervene due to high urban
317104847,2.1852618524969616,False,Intervene due to high urban
34942238,3.113561982476156,True,Intervene due to high population
148284280,1.2959353558459121,False,Intervene due to high urban
29177253,2.010530106995305,False,Intervene due to high population
31656740,2.38603349325397,False,Intervene due to high urban
4357068,2.575450901148412,False,Intervene due to high urban
532958223,1.57250594447027,False,Intervene due to high urban
151816018,2.593576138286875,False,Intervene due to high urban
946196369,3.0563160977369574,True,Intervene due to high population
130101691,1.2556797609351436,False,Intervene due to high urban
539934647,2.083859455957412,False,Intervene due to high population
1178699392,1.0472039962332367,False,Intervene due to high urban
56243343,1.399541774201694,False,Intervene due to high urban
1089074095,2.201984666677501,False,Intervene due to high urban
439830685,1.1442890039329492,False,Intervene due to high urban
380038046,2.208909082152217,False,Intervene due to high urban
4935817,2.781450379892885,True,Intervene due to high urban
135843923,1.3110033158523728,False,Intervene due to high urban
1082504224,1.0122960104860985,False,Intervene due to high sidewalk
23977308,1.129019134181817,False,Intervene due to high sidewalk
28775973,1.5711060004757154,False,Intervene due to high urban
235499038,0.0438404209424497,False,Intervene due to high population
29493102,2.154405443372606,False,Intervene due to high urban
206490656,0.012585843874445033,False,Intervene due to high segment_length_km
28533687,1.3162875548953037,False,Intervene due to high urban
846584622,1.1578610344401732,False,Intervene due to high urban
621411304,1.6784074336792374,False,Intervene due to high urban
938462472,1.2758371990752253,False,Intervene due to high urban
98690680,1.1762667869569068,False,Intervene due to high urban
154271429,1.292517419996252,False,Intervene due to high urban
267606597,1.076554972537428,False,Intervene due to high urban
53729048,1.647562987746098,False,Intervene due to high urban
53627678,1.3973320425838516,False,Intervene due to high urban
29495262,1.1693081080959047,False,Intervene due to high urban
728191513,0.026513896936256637,False,Intervene due to high population
28552791,2.5810346300969513,False,Intervene due to high urban
106993209,1.227043815572396,False,Intervene due to high urban
62103039,1.648402587986984,False,Intervene due to high urban
152830383,1.1842059679555006,False,Intervene due to high urban
30265146,1.856240688561623,False,Intervene due to high urban
160192382,1.6179319156581355,False,Intervene due to high urban
24636221,1.1119895371241317,False,Intervene due to high sidewalk
32806735,1.151498949270652,False,Intervene due to high urban
28188700,1.6109178616297335,False,Intervene due to high urban
51339480,1.119546498069728,False,Intervene due to high urban
1300589677,1.2164362345457491,False,Intervene due to high urban
4896186,2.6471999783092546,True,Intervene due to high urban
47409980,1.2072544571578645,False,Intervene due to high urban
28868605,3.0639340036226996,True,Intervene due to high population
4910276,2.586403807369384,False,Intervene due to high urban
370822568,1.2921808845018365,False,Intervene due to high urban
199028571,1.18470116872185,False,Intervene due to high urban
35116100,2.014915897358324,False,Intervene due to high population
831635292,1.1202548384829532,False,Intervene due to high urban
35776890,1.7130800993510409,False,Intervene due to high urban
82162396,1.6867474204722346,False,Intervene due to high urban
23959195,3.1810785652361933,True,Intervene due to high population
88191025,2.190961947494184,False,Intervene due to high urban
92512309,0.16362527883600855,False,Intervene due to high population
513164628,2.0097509476147546,False,Intervene due to high population
30069089,2.2820053148487913,False,Intervene due to high urban
80482765,1.645876065787698,False,Intervene due to high urban
68453926,1.8886401028415807,False,Intervene due to high urban
130503865,1.2970103365434862,False,Intervene due to high urban
1293303904,1.3984835966827567,False,Intervene due to high urban
23212320,2.610690767522623,False,Intervene due to high urban
80677124,1.7496358576577968,False,Intervene due to high urban
1304736613,1.1388114386944064,False,Intervene due to high urban
1391081455,1.4897032031186548,False,Intervene due to high urban
22979738,2.5858867357972803,False,Intervene due to high urban
22952883,2.6419727190584785,True,Intervene due to high urban
547223474,3.071995879293884,True,Intervene due to high population
109340334,2.027891261338667,False,Intervene due to high population
687923745,1.260333383819479,False,Intervene due to high urban
166905339,1.2980465975310758,False,Intervene due to high urban
90610186,1.144396912192497,False,Intervene due to high urban
27086361,3.4631983545297684,True,Intervene due to high urban
166220880,1.089664230631424,False,Intervene due to high urban
23747127,1.5847730758193108,False,Intervene due to high urban
1010879848,1.4339149857587552,False,Intervene due to high urban
55822155,1.1495938723471613,False,Intervene due to high urban
68310849,2.3988507422792686,False,Intervene due to high urban
85049443,1.4869125217094017,False,Intervene due to high urban
94081019,1.6575155809692703,False,Intervene due to high urban
553976430,1.3471328770053008,False,Intervene due to high urban
25845123,1.1895026910497601,False,Intervene due to high urban
26302583,2.2197621751605148,False,Intervene due to high urban
23520669,1.108641355555969,False,Intervene due to high urban
173056931,2.0307519955325093,False,Intervene due to high population
799533700,2.882488901118193,True,Intervene due to high urban
369348565,1.1403519900307966,False,Intervene due to high urban
127012099,1.462478288303832,False,Intervene due to high urban
28957488,2.689002337161943,True,Intervene due to high urban
113778936,0.02603943166500359,False,Intervene due to high population
247106404,1.4640528969599487,False,Intervene due to high urban
211228422,2.028848979378534,False,Intervene due to high population
372150049,0.05111417089252309,False,Intervene due to high population
28819598,2.276254709953239,False,Intervene due to high urban
222494313,1.6522113771648563,False,Intervene due to high urban
269944886,1.5349615714432678,False,Intervene due to high urban
389682614,1.4024347907459247,False,Intervene due to high urban
782901154,1.3674470855402716,False,Intervene due to high urban
163214932,1.6459908733505477,False,Intervene due to high urban
53456183,1.132124005022998,False,Intervene due to high urban
157402436,1.6503917214844837,False,Intervene due to high urban
84883410,1.4094942900372436,False,Intervene due to high urban
23519600,1.0971156464484997,False,Intervene due to high urban
31888590,1.397184284290012,False,Intervene due to high urban
225520527,0.22819550843111114,False,Intervene due to high segment_length_km
191850306,2.4453582252440045,False,Intervene due to high urban
31536714,2.275070579583331,False,Intervene due to high urban
31759712,1.0786531606083454,False,Intervene due to high sidewalk
237456935,1.1258634143951753,False,Intervene due to high urban
13752930,1.5709917406076936,False,Intervene due to high urban
732015271,2.010947595785263,False,Intervene due to high population
497536845,1.0826522065513355,False,Intervene due to high urban
108422456,1.306954498623561,False,Intervene due to high urban
23907787,1.5755474967080243,False,Intervene due to high urban
1009021143,1.4032408999116583,False,Intervene due to high urban
57743591,1.144135416275478,False,Intervene due to high urban
202390943,2.1673756182518176,False,Intervene due to high urban
91362842,1.1566716056251867,False,Intervene due to high urban
13752595,1.5712545731060485,False,Intervene due to high urban
770972272,1.4003975766500028,False,Intervene due to high urban
97677545,2.591775433613626,False,Intervene due to high urban
246869360,1.4080356239290746,False,Intervene due to high urban
149096526,1.1776066339991793,False,Intervene due to high urban
108179548,3.0334937032440625,True,Intervene due to high population
85049429,2.40674632455002,False,Intervene due to high urban
266119608,2.578538481980697,False,Intervene due to high urban
72472581,1.7346464907343353,False,Intervene due to high urban
5707692,2.5995282300267677,False,Intervene due to high urban
166219950,1.0882513344129892,False,Intervene due to high urban
23520149,1.053033387253359,False,Intervene due to high urban
155436839,1.3573995554876348,False,Intervene due to high urban
115233269,2.017224903338034,False,Intervene due to high population
91734406,2.3893630931039382,False,Intervene due to high urban
28788664,2.6545145021083796,True,Intervene due to high urban
28951497,1.6469704193864863,False,Intervene due to high urban
20528779,2.584624507645966,False,Intervene due to high urban
23241531,1.133083734264472,False,Intervene due to high urban
31536627,1.1856188019776541,False,Intervene due to high urban
45095282,1.0808625509773873,False,Intervene due to high urban
124692807,0.08557676196553472,False,Intervene due to high segment_width
58494774,2.2251505684726567,False,Intervene due to high urban
628700841,2.199332028089511,False,Intervene due to high urban
903548635,2.0164980641446633,False,Intervene due to high population
29354754,1.6424933172116027,False,Intervene due to high urban
133256157,2.0362943796716486,False,Intervene due to high population
29671193,1.2068960815745284,False,Intervene due to high urban
1297142511,1.2587037633692988,False,Intervene due to high urban
705703226,2.563226773708408,False,Intervene due to high urban
30265735,3.2733290523432994,True,Intervene due to high segment_length_km
208719904,2.0468087922928735,False,Intervene due to high urban
53728264,1.660717406364591,False,Intervene due to high urban
681683031,1.240861113753654,False,Intervene due to high urban
158171558,1.397697754965432,False,Intervene due to high urban
108782088,0.11741418054676028,False,Intervene due to high segment_width
311852376,1.4255085534610616,False,Intervene due to high urban
250252317,1.7043718097632983,False,Intervene due to high urban
579458299,1.1667780020700116,False,Intervene due to high urban
152948619,0.01186634931893901,False,Intervene due to high segment_width
364051677,2.036132313940745,False,Intervene due to high population
27421930,1.5842061672304142,False,Intervene due to high urban
587032745,1.13967310002653,False,Intervene due to high urban
884700472,1.1753174270316447,False,Intervene due to high urban
51774810,2.0762489267041597,False,Intervene due to high population
333003198,1.1438414380180761,False,Intervene due to high urban
23525865,1.1068868177868034,False,Intervene due to high urban
4196131,2.7847936048636814,True,Intervene due to high urban
1121139516,1.576485401788654,False,Intervene due to high urban
388995187,0.1631681843847231,False,Intervene due to high population
32686458,1.6530159279436516,False,Intervene due to high urban
157508590,1.7291055704046663,False,Intervene due to high urban
290794347,1.6500436979981927,False,Intervene due to high urban
28833618,2.746302587664777,True,Intervene due to high urban
23976154,3.1097079024421537,True,Intervene due to high population
639286550,1.3972538756708537,False,Intervene due to high urban
117892485,2.595351710911687,False,Intervene due to high urban
28063499,3.025145891821646,True,Intervene due to high population
38363414,1.2510267915158442,False,Intervene due to high urban
556852184,2.272033317293471,False,Intervene due to high urban
340081624,0.0812873805565859,False,Intervene due to high segment_length_km
4357042,2.1784782720364464,False,Intervene due to high urban
824717249,1.1816187565702916,False,Intervene due to high urban
28296718,2.5783458797760987,False,Intervene due to high urban
887866209,1.5796700002565491,False,Intervene due to high urban
218689672,1.401498803906371,False,Intervene due to high urban
106522339,1.1855534595069384,False,Intervene due to high urban
4935813,2.696988470470343,True,Intervene due to high urban
23959201,1.0326859422767238,False,Intervene due to high sidewalk
320478659,1.644379299662613,False,Intervene due to high urban
36077386,1.0967772571562773,False,Intervene due to high urban
164906835,2.2560801496269764,False,Intervene due to high urban
64977572,1.7600379384552949,False,Intervene due to high urban
36983709,1.0812582335912173,False,Intervene due to high urban
154516680,1.296574713844873,False,Intervene due to high urban
165278162,1.5778141238249288,False,Intervene due to high urban
48115051,0.01662356179107009,False,Intervene due to high segment_width
555235462,1.1395040306369808,False,Intervene due to high urban
316442748,0.1629900367869391,False,Intervene due to high population
563380806,1.4515808657023759,False,Intervene due to high urban
389006906,1.1601883591434046,False,Intervene due to high urban
56659469,0.17610046184379358,False,Intervene due to high population
102644000,1.6485642600599861,False,Intervene due to high urban
229686836,0.1433725474619258,False,Intervene due to high segment_width
28341622,1.6161445158083543,False,Intervene due to high urban
43313787,1.0453172080764532,False,Intervene due to high urban
93819227,1.6458473828411628,False,Intervene due to high urban
855632867,0.141258352640559,False,Intervene due to high segment_width
560428378,2.718673568850862,True,Intervene due to high urban
246746767,1.432775747014922,False,Intervene due to high urban
297410934,0.01581407396824969,False,Intervene due to high segment_width
53309957,2.12986247864215,False,Intervene due to high urban
98430126,1.6491007400828335,False,Intervene due to high urban
25776002,1.175626378150142,False,Intervene due to high urban
471355614,1.4019031521473824,False,Intervene due to high urban
53728427,1.7017405620664823,False,Intervene due to high urban
31131639,1.1792224226666816,False,Intervene due to high urban
364060598,2.314350544845576,False,Intervene due to high urban
174726550,1.6495818845306085,False,Intervene due to high urban
154271433,1.2922435065450177,False,Intervene due to high urban
237448564,1.7973387418386026,False,Intervene due to high urban
170096380,1.4807673476239145,False,Intervene due to high urban
149843782,1.658308762210758,False,Intervene due to high urban
1015247355,1.0840231624688896,False,Intervene due to high urban
28788771,2.6150309349961125,True,Intervene due to high urban
4794394,2.593330525053866,False,Intervene due to high urban
28531652,1.655393077635737,False,Intervene due to high urban
152843425,1.0796183761165805,False,Intervene due to high urban
620730423,1.6611521255786683,False,Intervene due to high urban
661151779,1.8230429151843892,False,Intervene due to high urban
103277317,1.3033191257087966,False,Intervene due to high urban
25653893,1.2906753512355944,False,Intervene due to high urban
108398742,2.4601973262265897,False,Intervene due to high urban
384278394,1.2605541039920736,False,Intervene due to high urban
226363213,1.6972259894184767,False,Intervene due to high urban
52252195,2.6215331220056903,True,Intervene due to high urban
172525197,2.445142108474368,False,Intervene due to high urban
16852930,2.577184697774096,False,Intervene due to high urban
4372918,1.1291901233374664,False,Intervene due to high urban
184104933,1.6474835598617072,False,Intervene due to high urban
908051871,1.33067467939776,False,Intervene due to high urban
692110980,2.01808550575107,False,Intervene due to high population
47244775,1.667380241569252,False,Intervene due to high urban
57847575,1.119856392526546,False,Intervene due to high urban
80729012,2.5177444481275635,False,Intervene due to high urban
75612286,2.749042645161828,True,Intervene due to high urban
79143073,1.3974561320371057,False,Intervene due to high urban
560915405,2.0393632655495786,False,Intervene due to high population
